UserID,PosItemID,NegItemID
0,9854,4415
1,8,4383
2,3901,5189
3,5212,1046
4,8532,825
5,9165,5139
6,488,3434
7,6127,7085
8,1915,3769
9,9125,3700
10,945,6410
11,7214,2795
12,1932,1473
13,7862,3612
14,202,806
15,7065,6301
16,1849,1038
17,134,6960
18,394,6491
19,1764,2306
20,5557,496
21,2512,9008
22,7524,1156
23,7637,2768
24,9440,8755
25,2597,2600
26,7734,6886
27,4528,7568
28,5125,326
29,7539,1314
30,7384,7119
31,1650,7181
32,4425,5339
33,119,4310
34,9423,3945
35,5882,8882
36,8910,1829
37,4742,8141
38,7732,8230
39,2536,5407
40,8821,4260
41,3062,5455
42,8724,8835
43,9094,3717
44,8190,2452
45,7173,7472
46,8491,6371
47,8274,6544
48,9127,5076
49,5950,5286
50,6672,7250
51,2282,6212
52,3142,8992
53,91,8774
54,9101,487
55,5443,5688
56,7654,377
57,2006,3860
58,2643,8198
59,4449,9355
60,2084,7059
61,9035,2638
62,8580,2179
63,8142,6979
64,350,2025
65,7422,9837
66,9742,1131
67,480,5578
68,7946,8612
69,4349,5062
70,9629,3700
71,5335,9395
72,7224,3473
73,9391,8824
74,4882,9790
75,9499,9050
76,7861,4270
77,8323,1820
78,9148,9324
79,3919,1004
80,7770,4712
81,5089,5888
82,5378,7112
83,2835,7332
84,421,2255
85,699,3391
86,8138,5890
87,6693,988
88,85,2894
89,1871,5530
90,9784,1395
91,7096,9280
92,1153,757
93,8808,8952
94,2477,4374
95,3116,2655
96,6622,3105
97,6376,5498
98,8584,3554
99,6803,8202
100,4747,5341
101,2245,2958
102,6393,4280
103,9562,2597
104,3061,9521
105,4571,8101
106,1545,3877
107,2644,245
108,8133,8125
109,1603,999
110,1649,5260
111,2683,8169
112,6268,7385
113,7654,433
114,6338,2127
115,8196,7704
116,5556,4046
117,2137,5886
118,9726,3541
119,2280,4100
120,7398,7869
121,4962,1482
122,1205,1982
123,7139,5992
124,4224,4928
125,6115,1000
126,8390,2899
127,188,6860
128,2493,235
129,1438,1903
130,1314,698
131,999,2367
132,3336,1438
133,1218,7531
134,1930,2958
135,835,1185
136,2865,3669
137,2923,328
138,2605,2899
139,9721,2631
140,9430,3098
141,7134,687
142,7858,855
143,2151,2040
144,1017,105
145,7115,4317
146,9431,3151
147,4623,5425
148,6945,8654
149,8307,8254
150,4589,4018
151,4683,6576
152,2052,1786
153,5171,3894
154,8212,7247
155,6267,9028
156,9127,1086
157,7849,1837
158,8689,5617
159,4897,9414
160,3077,789
161,3775,544
162,1117,2007
163,5999,4717
164,8269,6611
165,623,6930
166,7138,9216
167,5175,1749
168,6337,7039
169,3068,100
170,3387,1082
171,8918,8336
172,6996,3703
173,7997,5564
174,243,9630
175,4764,2528
176,328,9506
177,681,2715
178,1343,4633
179,8080,7892
180,3301,8410
181,3488,9174
182,7547,8180
183,6940,4156
184,5745,9061
185,4297,3503
186,9428,5491
187,5957,8851
188,2654,2718
189,2495,6869
190,3470,4893
191,2375,2885
192,401,9240
193,2882,4338
194,2185,906
195,5261,1079
196,7418,2537
197,3513,8620
198,8702,7480
199,5487,7448
200,7658,8616
201,2354,7162
202,5287,7228
203,8056,556
204,7527,7243
205,6845,7473
206,5515,4585
207,5319,5221
208,2825,7605
209,2123,7096
210,3035,7485
211,5369,2236
212,4242,3331
213,9385,641
214,4545,305
215,8940,3821
216,9532,6081
217,4297,8685
218,7439,938
219,383,8391
220,2654,1120
221,9342,1160
222,239,5048
223,8129,1813
224,7080,6039
225,4516,4421
226,6325,9257
227,4769,52
228,2411,320
229,2437,2884
230,1118,7158
231,6409,5063
232,2116,5874
233,4771,7641
234,2310,103
235,7835,1254
236,3585,9179
237,2447,9375
238,207,5979
239,5945,2774
240,423,8861
241,7849,3491
242,9058,137
