UserID,PosItemID,NegItemID
0,10247,11441
1,9697,12108
2,11411,911
3,8726,2115
4,7502,3945
5,5860,1552
6,6645,238
7,5531,1089
8,727,10078
9,9362,4252
10,8905,5395
11,5291,4486
12,10451,4679
13,11347,1963
14,10076,4940
15,1788,11268
16,7626,9237
17,11036,10928
18,8235,11963
19,7968,4601
20,701,4015
21,9931,5351
22,8954,8963
23,10501,4538
24,9568,8618
25,3641,391
26,7656,8337
27,2695,7705
28,7237,9261
29,5291,3325
30,67,10881
31,5952,5426
32,4116,3993
33,8901,1307
34,1589,12088
35,3991,2754
36,10416,11313
37,2134,7731
38,619,9479
39,6132,8645
40,2932,8327
41,8865,4253
42,808,6392
43,9824,1704
44,11649,4560
45,5821,11507
46,4960,1133
47,4871,426
48,2300,6075
49,7446,4409
50,10835,1069
51,591,1871
52,2972,2116
53,11816,8840
54,9734,5216
55,10914,10558
56,11912,1340
57,2414,5929
58,9413,9233
59,4107,11013
60,1678,12403
61,433,4039
62,8802,7581
63,8416,6772
64,3216,3254
65,9957,4648
66,3585,4264
67,5898,10778
68,8990,3753
69,6137,9828
70,11641,9786
71,11456,7141
72,1317,7413
73,7883,2403
74,8607,2908
75,5949,2562
76,7839,9502
77,1970,2280
78,1913,3935
79,6828,6550
80,11481,11037
81,3323,5996
82,7626,2952
83,471,7204
84,9832,2521
85,4889,4779
86,11565,592
87,1735,1366
88,6800,7684
89,23,11340
90,6763,8306
91,6066,5626
92,11732,2381
93,12464,4917
94,1775,1810
95,2400,8815
96,5184,6950
97,6501,11092
98,619,7799
99,10643,10357
100,12194,7040
101,171,5922
102,7212,5757
103,847,7471
104,7951,2414
105,7041,12233
106,1289,9131
107,4977,5566
108,10936,10674
109,5825,528
110,6282,1485
111,10177,11022
112,3832,7625
113,12164,4626
114,5996,9293
115,9950,8629
116,6116,3335
117,2314,9150
118,5329,7006
119,4904,3080
120,5191,961
121,4986,8575
122,6750,12022
123,2333,10234
124,1910,2979
125,10221,4652
126,6990,3262
127,2989,7633
128,8371,5360
129,4769,6717
130,2143,5148
131,10327,6911
132,625,12309
133,422,472
134,8826,9084
135,8450,8874
136,1575,7907
137,8605,3189
138,7787,9111
139,5969,3109
140,6743,12068
141,9680,1335
142,9025,3901
143,4342,2857
144,12302,6488
145,3369,7910
146,8917,7349
147,11671,3002
148,8461,2268
149,2016,6997
150,910,6267
151,10961,1983
152,5077,1211
153,6863,10026
154,3128,7768
155,3266,4565
156,10810,8940
157,8072,1753
158,11840,7594
159,831,7976
160,5462,2767
161,7903,4807
162,2931,11621
163,4989,2003
164,4739,1074
165,266,10368
166,5953,11575
167,954,2352
168,11621,11108
169,2348,5598
170,5586,9365
171,10657,7674
172,10441,11338
173,1757,5333
174,4827,4476
175,10022,3255
176,2222,2162
177,8665,3675
178,8466,5897
179,6037,862
180,4769,1679
181,7808,11706
182,10040,6371
183,9813,2184
184,12277,6090
185,2517,8996
186,11462,1424
187,349,11722
188,6426,5666
189,8447,2993
190,798,2447
191,11535,4140
192,9659,3219
193,8772,8360
194,3544,7903
195,12382,182
196,717,10364
197,6857,8685
198,11275,7856
199,419,5261
200,1225,4468
201,4362,1792
202,639,5638
203,1097,8393
204,7243,8480
205,11521,12446
206,10585,1418
207,5361,7150
208,2703,9032
209,2080,5437
210,1351,6743
211,1962,3017
212,8249,12125
213,12006,12166
214,7507,724
215,6240,3075
216,7502,1394
217,9894,2872
218,9751,4738
219,1927,10616
220,3451,12107
221,3972,9763
222,2588,9027
223,2263,6940
224,662,992
225,2796,4974
226,12377,1906
227,6918,10037
228,5079,4943
229,10925,6713
230,9030,5330
231,6315,1796
232,2189,7638
233,2480,2406
234,7101,10802
235,7008,4466
236,10683,5025
237,9215,9864
238,22,6830
239,10682,9497
240,12233,6750
241,9554,7273
242,10700,10945
243,8420,6541
244,10826,7420
245,2427,7819
246,9007,5539
247,7622,5983
248,1955,4829
249,861,3354
250,8715,2680
251,10838,4361
252,11647,11358
253,12290,8457
254,4140,12442
255,8603,10097
256,12137,8296
257,4463,6842
258,182,996
259,11841,4548
260,4317,4708
261,1170,853
262,4377,5381
263,144,224
264,5594,3643
265,475,6417
266,7502,655
267,5837,6076
268,9520,9758
269,2436,8360
270,2825,2183
271,8910,1639
272,3220,2341
273,8044,9361
274,301,9224
275,10690,868
276,9077,11994
277,8166,3750
278,11071,8407
279,970,2914
280,10631,3099
281,10944,5742
282,10657,5292
283,754,12063
284,5134,12081
285,12359,11950
286,7794,11515
287,2614,5166
288,9206,9163
289,2844,11149
290,11026,6703
291,5527,7279
292,6486,7761
293,3570,10124
294,5486,6606
295,1509,11978
296,5984,4394
297,9533,5021
298,10230,1508
299,9492,1875
300,4627,10794
301,5464,10573
302,3535,2417
303,9054,6820
304,9941,2668
305,1235,1474
306,1058,10669
307,5063,6692
308,1684,9453
309,1718,1809
310,9596,6974
311,5739,7765
312,1806,10257
313,9422,10000
314,6843,3737
315,9988,9208
316,10754,561
317,3095,5505
318,9723,1299
319,7576,7145
320,9869,2604
321,1788,10079
322,8725,3866
323,3248,4953
324,11833,8785
325,7793,399
326,5505,6306
327,10486,5807
328,1773,458
329,8416,2729
330,4377,8342
331,10511,2129
332,6973,4465
333,1476,6661
334,6249,2656
335,6072,1117
336,6881,10414
337,467,5202
338,4130,12373
339,5839,6644
340,7169,4221
341,11780,5790
342,5144,980
343,4050,11589
344,4956,554
345,11278,8073
346,7518,6418
347,5586,9247
348,3294,1096
349,11558,11806
350,1327,8765
351,11094,1041
352,6949,2264
353,209,1828
354,9758,285
355,6894,199
356,9442,9484
357,10808,10401
358,1394,3016
359,2674,4171
360,1748,4056
361,9314,4363
362,8536,11903
363,11260,5819
364,11185,5512
365,3170,10942
366,6918,1628
367,2635,9214
368,8742,1680
369,2829,2698
370,12410,6784
371,6535,3734
372,7688,11178
373,3423,8569
374,9750,5761
375,11564,4847
376,11871,10117
377,11531,3757
378,5744,4055
379,8665,11462
380,10350,9727
381,2620,8019
382,10170,4305
383,10352,8914
384,9634,6938
385,11586,8548
386,2732,3488
387,45,9720
388,2247,1788
389,2518,7750
390,7160,9850
391,4300,3206
392,468,4692
393,5846,10454
394,5457,8397
395,7722,11302
396,11123,9143
397,11429,9751
398,7405,1674
399,2199,10859
400,3418,3218
401,5457,8422
402,7582,3743
403,11546,7079
404,9170,341
405,11417,3591
406,619,3076
407,8356,3696
408,11866,3068
409,6286,7318
410,6594,2704
411,3895,1038
412,7968,11683
413,11535,3977
414,7652,8619
415,2518,4473
416,2628,8052
417,1672,5147
418,3966,3815
419,3011,8861
420,3981,11435
421,8051,1293
422,2696,5299
423,11623,3959
424,12416,10461
425,2354,12229
426,6468,941
427,3232,3181
428,4875,9482
429,7114,3002
430,3101,10362
431,6025,1163
432,11082,9166
433,4684,8668
434,418,1058
435,10725,11899
436,9859,9972
437,5063,9392
438,6722,2075
439,2381,1681
440,6795,2437
441,11527,12434
442,9966,7320
443,11822,3703
444,12252,3122
445,4455,296
446,5751,10038
447,389,1428
448,12354,5748
449,7892,7745
450,1728,6238
451,10216,1174
452,2678,7733
453,6876,5052
454,4730,8764
455,6277,11534
456,5189,4930
457,3794,11152
458,5189,9403
459,9205,1933
460,2300,1506
461,5796,10324
462,11339,11208
463,11108,6139
464,10745,3318
465,2343,2614
466,4037,4363
467,8222,3447
468,4691,3117
469,4244,2120
470,2079,852
471,9666,4429
472,725,11325
473,310,10410
474,11021,7756
475,7712,11350
476,7162,7844
477,7993,4723
478,8211,7850
479,375,1945
480,5234,921
481,10569,6394
482,2982,7663
483,10472,4932
484,10385,5406
485,2441,10368
486,5415,9011
487,623,6410
488,8816,7097
489,6353,9625
490,8017,6855
491,5869,3165
492,3686,5599
493,5825,691
494,5044,8604
495,12188,1219
496,11342,3290
497,6678,5614
498,12245,4415
499,9708,3333
500,7483,4443
501,8416,5875
502,7300,11120
503,4624,717
504,10191,7888
505,6311,10145
506,7955,10855
507,5345,11783
508,1884,10442
509,7712,2348
510,9960,5426
511,5851,12172
512,1394,6314
513,1753,5783
514,9917,12010
515,357,9915
516,2845,2585
517,529,7541
518,2074,11022
519,9550,11983
520,12367,3756
521,8813,8240
522,8305,5508
523,5924,12396
524,1648,1560
525,4425,2123
526,9833,4274
527,2484,10492
528,12244,1407
529,5291,11341
530,6843,7022
531,6818,1084
532,1894,8280
533,1712,6715
534,6892,6062
535,11928,9080
536,9991,5982
537,4371,10328
538,4752,7766
539,7237,6319
540,5489,1341
541,9421,8077
542,2513,999
543,3423,7286
544,5816,8730
545,1394,12403
546,4165,1244
547,9173,5444
548,8917,7517
549,9095,2413
550,473,5777
551,2806,4305
552,5458,3951
553,6487,11232
554,1336,4294
555,2836,7689
556,1601,1313
557,2555,1248
558,2335,6151
559,866,5964
560,4527,11137
561,7468,2768
562,147,1599
563,2052,9966
564,7747,7954
565,2204,388
566,11955,984
567,7555,10421
568,2845,1241
569,1407,11752
570,2854,10290
571,4828,3979
572,8647,1824
573,2076,10912
574,12095,519
575,1936,7028
576,9205,7985
577,3439,6183
578,3981,12115
579,4843,11342
580,2397,7671
581,588,6393
582,6541,6638
583,6839,4367
584,473,2543
585,9833,4627
586,10272,1693
587,5839,11202
588,5073,1250
589,619,5318
590,11365,141
591,11043,476
592,10433,8642
593,10204,6795
594,10463,7927
595,841,534
596,460,8496
597,2769,457
598,4836,425
599,9775,11189
600,8080,10986
601,449,11662
602,10725,10711
603,2956,3742
604,6254,6783
605,1112,6933
606,3998,9385
607,11380,7618
608,9572,10664
609,4624,1737
610,10069,9277
611,4619,8585
612,3473,8358
613,7872,9871
614,1400,11548
615,1527,4156
616,1502,8804
617,8920,9343
618,5489,10688
619,7556,9468
620,11864,8770
621,2631,5517
622,6176,1996
623,7217,2221
624,8716,10546
625,10657,6714
626,681,11716
627,456,5779
628,8109,7221
629,214,5473
630,11623,3326
631,10745,7188
632,6604,1915
633,6615,12442
634,2026,2008
635,9747,1643
636,7811,3363
637,6614,10770
638,5007,955
639,3704,7416
640,6791,9485
641,368,2127
642,4384,11699
643,4836,2754
644,822,11235
645,6007,9634
646,656,1835
647,2911,6546
648,8968,3298
649,3119,8204
650,1876,1951
651,7264,2625
652,12389,11683
653,9595,11116
654,9747,893
655,213,7427
656,9293,7666
657,1999,10372
658,7615,968
659,7665,10136
660,3466,632
661,6916,9842
662,5450,2006
663,2982,7191
664,6089,1286
665,6082,1502
666,9878,3630
667,2699,10977
668,9958,4478
669,10649,2573
670,9895,5366
671,10408,6997
672,739,8564
673,10887,4432
674,6629,1179
675,731,2666
676,6779,11098
677,4590,4198
678,5722,7744
679,1937,4879
680,5312,1954
681,461,12057
682,2838,7246
683,6402,1776
684,2430,8740
685,25,2608
686,11276,5909
687,1251,4272
688,9817,7259
689,10633,6551
690,3379,3793
691,1588,7908
692,7257,10670
693,7618,12083
694,9606,6627
695,10042,6552
696,11513,9400
697,2174,11505
698,1271,886
699,2202,7507
700,2137,6192
701,6803,10821
702,2886,895
703,8714,11777
704,3090,8125
705,9189,9870
706,2458,7614
707,3030,2215
708,4081,505
709,4477,1493
710,8384,2320
711,401,7021
712,2400,5891
713,8958,3098
714,8614,205
715,1721,6454
716,920,11299
717,6584,4325
718,9366,9768
719,2247,8794
720,2727,3256
721,10167,7691
722,4424,8948
723,8295,7599
724,5642,8453
725,7839,6779
726,10894,1798
727,10418,7655
728,10636,4662
729,10954,2123
730,11683,2470
731,12167,3723
732,5464,598
733,509,5249
734,2480,6827
735,9423,11360
736,2858,2818
737,1850,6726
738,5989,347
739,7234,8041
740,9678,3803
741,2806,2759
742,9262,5758
743,2293,6715
744,10029,2945
745,5302,6338
746,8399,7593
747,9960,10962
748,5801,4772
749,7560,5880
750,3316,8315
751,8254,1210
752,8110,6553
753,786,7227
754,5752,1185
755,11260,5278
756,475,1343
757,5254,10836
758,5969,8531
759,10373,3021
760,5517,10333
761,6894,1666
762,7306,2698
763,3822,2830
764,1077,3272
765,6026,1013
766,7285,11082
767,11669,4901
768,3551,6832
769,7720,5897
770,8305,6049
771,5180,8563
772,4173,12440
773,9839,11675
774,12148,7318
775,285,3306
776,4053,10346
777,2108,833
778,8615,1626
779,9298,997
780,45,11138
781,10057,4618
782,5029,9739
783,10278,7511
784,2879,8113
785,10153,9506
786,11331,10227
787,1378,75
788,1998,6911
789,8911,832
790,2625,848
791,1081,6164
792,4455,6521
793,5187,1036
794,7898,7745
795,10934,2641
796,8036,4282
797,9435,7766
798,480,7839
799,949,3353
800,9744,4243
801,6665,7448
802,3166,10858
803,9617,6744
804,3448,448
805,10939,2129
806,3503,9212
807,9796,3468
808,3575,7803
809,11100,2979
810,6610,12137
811,4454,1766
812,12382,10365
813,3215,4510
814,11038,6778
815,4793,3810
816,8963,8942
817,11137,10582
818,11966,635
819,11304,3978
820,2611,5513
821,1381,11796
822,3037,456
823,7121,3776
824,10709,10499
825,6213,7591
826,487,3770
827,11636,2489
828,10904,2604
829,9129,5831
830,2171,8515
831,8686,9459
832,9145,3552
833,12448,2239
834,7996,3448
835,8019,7
836,4881,7941
837,17,1049
838,7949,9069
839,3022,11759
840,5535,442
841,11228,10534
842,2676,11266
843,1074,9097
844,4038,5284
845,4494,5895
846,5024,8437
847,8341,2923
848,49,863
849,9008,6585
850,12127,365
851,9555,11071
852,5259,1981
853,622,6966
854,10134,428
855,8492,6247
856,1620,11539
857,2928,8830
858,3545,5162
859,11268,10751
860,11429,9752
861,1486,1604
862,2879,2869
863,2945,8087
864,4050,6899
865,2308,9817
866,1569,4829
867,9213,635
868,6894,9377
869,7431,6077
870,11301,1260
871,10476,2332
872,12208,5948
873,11856,9338
874,2559,4955
875,7744,12350
876,10011,1729
877,8383,1732
878,10141,7578
879,3982,12309
880,12006,7481
881,10005,6998
882,5161,3223
883,4399,4054
884,10827,2252
885,12232,5090
886,7286,1742
887,8916,1560
888,6816,5256
889,9531,7043
890,11183,6272
891,6655,7114
892,10183,1224
893,3217,1468
894,324,2613
895,12262,6185
896,6768,2538
897,10018,8677
898,10931,10404
899,6381,11553
900,11599,3428
901,2259,7722
902,6446,6158
903,8866,9628
904,378,577
905,3971,6945
906,6158,6676
907,7215,10665
