UserID,PosItemID,NegItemID
0,8412,9919
1,4593,7133
2,9294,1419
3,7066,7625
4,9875,10001
5,1803,6779
6,5380,9022
7,580,11700
8,1803,1033
9,11651,9267
10,6603,8463
11,3222,4635
12,10174,10635
13,9483,3345
14,4772,4445
15,2618,6908
16,4543,2664
17,9160,7701
18,8580,7887
19,4153,4977
20,2443,1407
21,12152,527
22,4053,5957
23,1777,7889
24,2905,2951
25,11586,6560
26,9137,4304
27,5934,6423
28,4958,8292
29,9359,1602
30,6596,5598
31,3555,8301
32,1785,2578
33,469,9358
34,5747,352
35,11586,9414
36,5691,2893
37,4211,6974
38,8269,9689
39,4395,4713
40,73,10679
41,1218,4543
42,2031,7689
43,7544,4754
44,2472,10512
45,482,8132
46,9365,195
47,9906,11966
48,2008,5899
49,7616,2419
50,12342,683
51,3878,8187
52,2541,6065
53,8643,2499
54,7712,10254
55,7660,717
56,1795,12083
57,9952,4517
58,7450,448
59,3142,6211
60,7547,3694
61,9538,7448
62,9344,9563
63,9273,6311
64,449,7516
65,11268,1093
66,1004,6813
67,10083,11635
68,5494,9593
69,4229,5565
70,11865,4553
71,8268,5300
72,4813,12406
73,11385,938
74,1643,3899
75,5006,4012
76,8872,9245
77,222,2737
78,2085,12479
79,4911,12295
80,12449,6401
81,883,6879
82,8017,11245
83,12189,9379
84,9332,9858
85,4058,3126
86,10605,5370
87,661,7339
88,2474,115
89,7953,2054
90,8083,9688
91,9398,5563
92,1855,153
93,9136,8953
94,7652,11377
95,2695,2414
96,8939,11914
97,10151,1497
98,2809,4457
99,2036,4965
100,7105,9433
101,4490,4429
102,10155,11823
103,1188,7650
104,7384,5041
105,2870,3003
106,4798,1107
107,7116,2163
108,8954,3458
109,3966,5096
110,2789,9317
111,11955,1271
112,5215,2436
113,8147,5581
114,2480,4245
115,2791,1004
116,432,4772
117,7663,7361
118,8768,4156
119,2192,10459
120,11108,4149
121,2018,7279
122,551,7501
123,4244,3099
124,872,12455
125,10900,3344
126,10771,5531
127,1893,5789
128,10082,3602
129,6026,6130
130,1927,1820
131,8604,9058
132,4498,10946
133,9786,8640
134,5960,6238
135,10083,9924
136,5684,1152
137,2967,113
138,8090,12139
139,6594,5994
140,9049,11283
141,8880,5447
142,4805,7753
143,13,11514
144,2949,10542
145,835,9651
146,1897,7168
147,3184,3742
148,10634,11770
149,414,714
150,20,4721
151,2578,3535
152,5815,3423
153,1607,7623
154,666,9804
155,2415,3705
156,5289,1632
157,3669,4703
158,10715,4512
159,8555,11401
160,2154,6
161,5502,12438
162,459,9672
163,4644,11408
164,3022,7089
165,1080,8894
166,6202,415
167,4789,9594
168,9101,4132
169,10451,5809
170,3185,6165
171,6821,8205
172,8920,1024
173,9503,5239
174,5703,8400
175,677,8489
176,2363,11706
177,7793,12392
178,7360,3230
179,10027,8608
180,3669,10590
181,10796,9307
182,7705,763
183,8371,4861
184,7695,945
185,2271,8626
186,3551,4564
187,4745,11558
188,8371,8046
189,8190,2555
190,5903,7271
191,6241,10209
192,2925,6370
193,2593,8552
194,4665,5715
195,11953,7767
196,2785,9125
197,6348,1035
198,1575,7911
199,487,5222
200,3980,735
201,5719,835
202,2074,3319
203,11023,7794
204,7822,6254
205,10663,3036
206,5376,12300
207,3281,2320
208,171,6245
209,5805,2072
210,9506,11682
211,5161,5146
212,5276,10194
213,11780,6289
214,12223,10250
215,2789,9262
216,3544,11781
217,10293,6563
218,8890,5164
219,10654,3284
220,10738,5130
221,218,986
222,676,3414
223,910,10281
224,540,8694
225,183,977
226,9982,3446
227,7688,11160
228,1260,6360
229,6535,2545
230,1142,1078
231,2000,5385
232,3693,633
233,189,11637
234,8713,10636
235,11384,503
236,12017,12329
237,6161,4598
238,224,9495
239,8100,3031
240,7635,8216
241,4141,9877
242,10663,2525
243,2305,7816
244,6778,839
245,1063,3695
246,12102,12290
247,7789,4799
248,992,11539
249,8155,9369
250,912,767
251,7681,472
252,1533,4296
253,5916,7500
254,10241,4631
255,10110,8238
256,11592,3263
257,3932,11096
258,4746,8784
259,11734,7207
260,1809,10941
261,1860,3953
262,2806,10730
263,1773,7702
264,1869,3389
265,5862,7432
266,4056,7125
267,8845,9251
268,10168,1254
269,3666,3705
270,2648,3454
271,11586,5200
272,6240,10804
273,1352,1821
274,7247,318
275,12349,343
276,1763,8847
277,11856,9839
278,10898,3584
279,7694,9786
280,5657,9353
281,12239,6598
282,10126,5488
283,5368,9472
284,3999,9866
285,2695,528
286,171,6788
287,5137,4379
288,11880,3504
289,4608,205
290,3040,7523
291,2225,10300
292,1601,11556
293,5187,6664
294,8444,3783
295,1667,9057
296,12448,3094
297,10746,10979
298,11130,2995
299,263,3352
300,5238,6669
301,7567,4653
302,4072,9312
303,7286,10866
304,8477,2073
305,7015,5377
306,2038,1043
307,12127,8666
308,3049,4752
309,1045,10405
310,10095,8549
311,133,3972
312,2634,8115
313,6571,7310
314,691,10825
315,7682,1736
316,11133,1918
317,3679,4381
318,11360,9677
319,10623,3946
320,5356,5757
321,28,6149
322,5335,5086
323,5438,6535
324,10419,12290
325,11669,10246
326,5949,5044
327,11910,826
328,5719,2768
329,8478,6244
330,10515,3266
331,9706,1847
332,4904,3259
333,2214,9817
334,9119,1329
335,9948,3465
336,9896,10243
337,1416,3469
338,5004,7939
339,5356,1448
340,421,722
341,11922,12478
342,6495,9357
343,2793,10103
344,7169,11015
345,11411,11252
346,4626,10285
347,3171,5005
348,10604,9515
349,9494,7787
350,608,3499
351,7196,6437
352,11561,11954
353,3419,1041
354,3419,9473
355,5372,1778
356,2954,6738
357,2480,5342
358,4006,7655
359,8917,3845
360,2369,7768
361,11282,10772
362,124,11986
363,1229,5366
364,6104,8842
365,5092,184
366,9445,8238
367,11903,8239
368,822,4865
369,5612,9018
370,10204,9411
371,3294,5629
372,9459,12058
373,6315,7198
374,9911,4765
375,3425,5851
376,11152,8579
377,6278,5005
