UserID,PosItemID,NegItemID
0,8431,912
1,1327,8515
2,7422,9291
3,9844,4395
4,9125,806
5,6095,6829
6,9703,3489
7,2328,6144
8,9046,1823
9,9106,3638
10,2762,7808
11,6494,3322
12,2011,6407
13,7862,9132
14,561,743
15,7065,6780
16,1211,8232
17,1234,1502
18,6960,6566
19,2471,1280
20,6052,94
21,4775,7048
22,4587,3776
23,9390,8097
24,8276,9428
25,9721,3090
26,3338,199
27,3586,9427
28,5125,7477
29,4814,7029
30,5236,2297
31,6177,5550
32,1886,9655
33,782,1824
34,2329,1569
35,7462,4283
36,8006,589
37,5914,3705
38,95,9284
39,8635,6474
40,9548,1017
41,6412,2497
42,7867,9569
43,8340,7353
44,8211,1830
45,9100,1646
46,8385,7778
47,7114,364
48,3817,7326
49,8313,1093
50,4168,1906
51,3942,8960
52,3142,9810
53,2967,61
54,8199,9691
55,4270,1272
56,760,9239
57,3653,6637
58,9687,4511
59,531,6724
60,2640,359
61,3784,8506
62,8611,9283
63,7670,3849
64,2146,4966
65,9451,5571
66,35,2178
67,6194,7392
68,1224,5433
69,4349,3439
70,9629,4143
71,5335,8392
72,678,4923
73,9391,2370
74,2849,8301
75,8680,9204
76,7108,1641
77,8383,7440
78,9162,6305
79,3919,9423
80,9776,3695
81,5269,4824
82,2523,7373
83,7513,1772
84,5540,5108
85,3808,9676
86,5611,1043
87,3210,3187
88,1652,3768
89,6317,803
90,9147,4745
91,9034,6271
92,1153,9034
93,7633,798
94,2156,8936
95,3429,4621
96,8695,5048
97,2550,1389
98,7508,278
99,6803,5273
100,4747,4536
101,8488,3576
102,7527,9768
103,9517,5937
104,22,5102
105,6501,3255
106,6629,209
107,1608,3904
108,9136,4605
109,7020,4765
110,3382,5044
111,9342,2104
112,1698,2662
113,2048,7634
114,1316,5582
115,7487,9421
116,5556,2103
117,541,3451
118,5013,8921
119,126,7253
120,7829,8123
121,6360,461
122,9804,133
123,7644,1074
124,4464,4023
125,4283,2098
126,7976,9074
127,340,3360
128,2217,8188
129,7618,7890
130,2848,8978
131,6396,177
132,3042,3713
133,608,4573
134,1930,5941
135,3228,8127
136,9394,5548
137,7115,4659
138,8295,7748
139,6927,5183
140,2352,6493
141,9173,4186
142,7674,5495
143,5457,9770
144,6410,1600
145,8800,3825
146,3561,2400
147,9306,2171
148,7115,2222
149,1087,6654
150,2155,6180
151,6846,2661
152,9804,9325
153,2275,6416
154,1725,8160
155,4362,7854
156,5591,7511
157,8385,1272
158,7635,7291
159,9642,8183
160,1618,6957
161,190,2643
162,420,1156
163,5999,5528
164,1971,5475
165,3719,4694
166,4629,5324
167,7416,5379
168,7712,8730
169,681,6782
170,3387,692
171,5394,9830
172,1489,5488
173,112,1402
174,4493,8934
175,6641,2629
176,7092,526
177,3781,7183
178,5448,2618
179,1202,7845
180,1526,6377
181,5205,1033
182,8883,868
183,6042,5614
184,2090,4144
185,2133,2676
186,5659,4038
187,6073,1027
188,265,2672
189,5852,7853
190,5535,6497
191,6487,6855
192,6496,2732
193,6191,3012
194,8073,5642
195,7944,4819
196,7013,8219
197,3513,7360
198,5105,3213
199,7173,5225
200,4791,3819
201,7958,8766
202,3148,4546
203,8287,3206
204,9136,1675
205,1777,5040
206,4187,6062
207,4225,7065
208,7708,121
209,2058,8595
210,7637,7402
211,1816,2476
212,58,7126
213,8563,7359
214,6606,2320
215,1909,4349
216,620,3307
217,1582,528
218,7096,9503
219,1403,3171
220,6224,3418
221,1878,4078
222,7233,9263
223,6689,8282
224,1604,5828
225,474,697
226,3961,2608
227,6743,1570
228,215,7719
229,4063,4606
230,2185,3390
231,3250,8067
232,6614,3069
233,1768,2556
234,6614,5025
235,7068,2882
236,1297,3068
237,6861,5402
238,2310,657
239,9804,167
240,382,1286
241,5540,1113
242,7495,2321
243,4985,9167
244,9810,3637
245,1792,6861
246,5735,7276
247,250,5140
248,4039,4055
249,7483,2946
250,6103,2703
251,5421,6784
252,6836,2635
253,3709,5358
254,6969,6263
255,2044,702
256,5042,4847
257,3133,8601
258,3959,2715
259,7829,8062
260,4399,2178
261,5431,1139
262,3062,3373
263,2767,3030
264,6863,9763
265,5256,7688
266,266,5707
267,8180,6408
268,1888,372
269,3679,8221
270,257,1326
271,5838,4106
272,4551,9092
273,6405,9781
274,289,8661
275,8903,6049
276,1382,3805
277,8906,25
278,5900,2557
279,1930,6245
280,1509,6681
281,5590,8414
282,7547,1467
283,843,3694
284,6224,8421
285,6528,9831
286,2537,545
287,4233,8755
288,7189,4033
289,3008,6141
290,9645,7023
291,2284,3348
292,1594,7752
293,8622,7868
294,3568,8935
295,2518,3057
296,3585,1969
297,8324,6794
298,7975,9445
299,8954,8771
300,9323,8702
301,9390,1926
302,7122,1686
303,3018,6551
304,5747,7419
305,5189,2827
306,497,559
307,7751,5976
308,7860,8933
309,4916,6962
310,7593,315
311,5408,2064
312,4219,7462
313,3880,4895
314,7632,8685
315,4215,9094
316,7895,8709
317,3132,8853
318,5175,1137
319,8643,3623
320,476,9415
321,1157,3180
322,633,7740
323,5333,1728
324,2626,2017
325,1086,1363
326,2934,8017
327,3455,3776
328,141,1077
329,5212,2610
330,9349,1280
331,7085,7872
332,7863,2339
333,5502,4618
334,9211,7755
335,4808,8706
336,6955,6851
337,1996,5443
338,2141,6060
339,5132,6228
340,5319,5225
341,8439,9710
342,9703,6325
343,454,9373
344,5861,8476
345,9874,4918
346,6315,3456
347,7175,9054
348,5216,484
349,9095,8723
350,7757,1858
351,8124,6257
352,5244,3631
353,8133,86
354,8662,3303
355,1908,2854
356,4776,5053
357,7083,2791
358,320,2259
359,7495,2615
360,1672,4850
361,9506,6875
362,8931,5433
363,6923,9645
364,4087,5968
365,8326,8397
366,6259,6379
367,417,2293
368,6621,3755
369,2190,7070
370,8880,6151
371,6678,7506
372,9173,5427
373,6952,3746
374,2044,6971
375,9592,6393
376,9586,4891
377,329,5997
378,6337,1759
379,1926,5647
380,9127,4681
381,47,1139
382,148,8353
383,7350,6270
384,3795,1405
385,7483,6369
386,14,9403
387,6263,9752
388,9746,3236
389,1651,3065
390,4226,2389
391,1390,555
392,271,1653
393,2533,1492
394,4476,5977
395,7569,7913
396,8032,1024
397,5340,7652
398,7506,1074
399,4109,832
400,5037,5020
401,5060,3640
402,4602,9777
403,2070,3702
404,1926,6644
405,216,5119
406,8099,9868
407,9728,2333
408,2994,6403
409,7545,8568
410,5058,8884
411,7904,4295
412,6776,3625
413,9415,8088
414,4788,3765
415,5982,2953
416,4328,888
417,9194,636
418,6201,6899
419,7809,6686
420,6773,6157
421,6391,7136
422,4668,6401
423,9390,642
424,334,606
425,3440,3188
426,9397,8924
427,1452,7943
428,8803,8945
429,8489,7768
430,6984,252
431,5375,9571
432,6021,7108
433,8194,6735
434,9355,9696
435,7694,742
436,9007,7950
437,4704,4643
438,6852,4422
439,8522,1423
440,3382,3228
441,7674,6824
442,2940,5349
443,8225,8002
444,3901,5486
445,778,3909
446,1526,331
447,25,9380
448,6773,7884
449,9197,3125
450,8722,5917
451,9211,8870
452,4676,4816
453,7439,1412
454,5950,2476
455,6390,723
456,818,8892
